横手山第１スカイリフトＡB1線S,
横手山第１スカイリフトＡB1線F,
横手山第２スカイリフトS,
横手山第２スカイリフトF,
横手山第３スカイリフトS,
横手山第３スカイリフトF,
横手山第１スカイリフトＡB1線S,
横手山第１スカイリフトＡB1線F,
熊の湯第１ペアリフトS,
熊の湯第１ペアリフトF,
熊の湯第２ペアリフトＡB線S,
熊の湯第２ペアリフトＡB線F,
熊の湯第３クワッドリフトS,
熊の湯第３クワッドリフトF,
法坂第１クワッドリフトS,
法坂第１クワッドリフトF,
丸池第1トリプル・第2ペアS,
丸池第1トリプル・第2ペアF,
蓮池トリプルリフトS,
蓮池トリプルリフトF,
ジャイアントペアリフトS,
ジャイアントペアリフトF,
西館山クワッドリフトS,
西館山クワッドリフトF,
西館第１フーディクワッドリフトS,
西館第１フーディクワッドリフトF,
西館第２トリプルリフトS,
西館第２トリプルリフトF,
発哺クワッドリフトS,
発哺クワッドリフトF,
東館山ゴンドラリフトS,
東館山ゴンドラリフトF,
高天ヶ原クワッドリフトS,
高天ヶ原クワッドリフトF,
高天ヶ原第２トリプルリフトS,
高天ヶ原第２トリプルリフトF,
高天ヶ原クワッドリフトS,
高天ヶ原クワッドリフトF,
ブナ平クワッドリフトS,
ブナ平クワッドリフトF,
発哺クワッドリフトS,
発哺クワッドリフトF,
東館山ゴンドラリフトS,
東館山ゴンドラリフトF,
寺小屋クワッドリフトS,
寺小屋クワッドリフトF,
寺小屋第１ペアリフトS,
寺小屋第１ペアリフトF,
一の瀬第８クワッドリフトS,
一の瀬第８クワッドリフトF,
一の瀬第２ペアリフトAB線S,
一の瀬第２ペアリフトAB線F,
一の瀬クワッドリフトS,
一の瀬クワッドリフトF,
ダイヤモンドクワッドリフトS,
ダイヤモンドクワッドリフトF,
焼額山第２高速リフトS,
焼額山第２高速リフトF,
焼額山第２ゴンドラS,
焼額山第２ゴンドラF,
焼額山第１ゴンドラS,
焼額山第１ゴンドラF,
奥志賀高原ゴンドラリフトS,
奥志賀高原ゴンドラリフトF,
奥志賀高原第１ペアリフトS,
奥志賀高原第１ペアリフトF,
奥志賀高原第２高速ペアリフトS,
奥志賀高原第２高速ペアリフトF,
奥志賀高原第３高速ペアリフトS,
奥志賀高原第３高速ペアリフトF,
奥志賀高原第４ペアリフトS,
奥志賀高原第４ペアリフトF,
山の神第２リフトS,
山の神第２リフトF,
ダイヤモンドクワッドリフトS,
ダイヤモンドクワッドリフトF,
